,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,features_used,last_login_days_ago,monthly_fee,total_revenue,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,csat_score,escalations,survey_response,referral_count,churn
8135,SME,27,Web,Quarterly,12,3,5,0.6931471805599453,20,6.293419278846481,0,Yes,No,0,38.36803067088509,3.0,0,Neutral,3,0
8136,Individual,28,Referral,Quarterly,20,4,2,1.6094379124341003,100,7.937731775260109,0,No,No,1,39.10446693093486,3.0,0,Satisfied,1,0
8137,Individual,31,Mobile,Quarterly,18,0,5,0.6931471805599453,30,6.836259277277067,0,No,No,0,36.7432218469981,3.0,0,Neutral,1,0
8138,Individual,47,Web,Yearly,28,7,7,2.1972245773362196,70,8.098946748943339,2,No,No,0,30.59725292987061,5.0,0,Satisfied,0,0
8139,SME,7,Referral,Quarterly,40,2,5,2.70805020110221,30,5.351858133476067,1,No,No,3,7.791286746598342,2.0,1,Neutral,2,0
8140,Individual,8,Web,Yearly,14,4,8,0.6931471805599453,20,5.081404364984463,0,No,Yes,4,27.317088964545416,4.0,0,Satisfied,0,0
8141,Individual,32,Referral,Monthly,0,3,5,1.6094379124341003,10,5.771441123130016,0,Yes,No,0,19.817547486976505,2.0,0,Unsatisfied,1,1
8142,SME,11,Referral,Monthly,24,4,7,3.58351893845611,10,4.709530201312334,0,Yes,No,0,16.93966867196537,4.0,0,Neutral,0,0
8143,Individual,48,Referral,Monthly,24,6,9,1.0986122886681098,20,6.8679744089702925,0,No,No,1,16.78729195269612,3.0,0,Neutral,0,0
8144,Individual,26,Mobile,Monthly,1,4,3,1.0986122886681098,30,6.660575149839686,1,No,No,0,26.561045567876384,5.0,0,Neutral,0,0
8145,Individual,55,Mobile,Monthly,10,2,7,0.6931471805599453,30,7.409136443920128,0,Yes,No,0,32.2532731240841,4.0,0,Neutral,0,0
8146,SME,25,Mobile,Monthly,15,6,7,0.0,30,6.621405651764134,1,No,No,1,22.495639651871407,4.0,1,Unsatisfied,2,0
8147,SME,7,Web,Yearly,31,0,3,0.6931471805599453,20,4.948759890378168,1,No,No,3,18.32973433488904,4.0,0,Satisfied,2,0
8148,Individual,20,Web,Monthly,9,6,5,1.3862943611198906,50,6.90875477931522,1,Yes,No,1,20.31584762516541,3.0,1,Unsatisfied,3,1
8149,Individual,41,Web,Monthly,17,4,3,2.6390573296152584,70,7.962415680121064,0,No,No,0,17.987275410813574,4.0,1,Unsatisfied,0,0
8150,SME,57,Mobile,Yearly,0,6,3,2.302585092994046,50,7.955425088912672,0,No,No,1,22.62108999802945,4.0,1,Neutral,1,0
8151,SME,51,Mobile,Monthly,24,6,7,0.6931471805599453,70,8.18060094759445,1,Yes,No,1,18.41382806946555,4.0,0,Satisfied,0,0
8152,SME,58,Mobile,Monthly,7,6,9,2.1972245773362196,30,7.462214939768189,0,No,No,2,10.205495183754184,4.0,1,Neutral,0,0
8153,SME,30,Mobile,Monthly,41,0,9,2.4849066497880004,50,7.313886831633462,0,Yes,No,1,7.880215941211411,3.0,1,Satisfied,2,0
8155,SME,1,Mobile,Yearly,29,4,4,3.4965075614664802,50,3.9318256327243257,0,No,No,1,28.955664491878817,4.0,0,Satisfied,1,0
8156,SME,18,Web,Yearly,25,3,5,2.5649493574615367,10,5.198497031265826,0,Yes,No,1,21.17106149502973,4.0,0,Satisfied,0,0
8157,SME,8,Web,Yearly,11,2,8,3.1354942159291497,20,5.081404364984463,0,No,No,3,32.49140784310027,3.0,1,Unsatisfied,2,0
8159,Individual,40,Mobile,Monthly,0,2,4,2.3978952727983707,10,5.993961427306569,0,No,No,1,33.06221767009556,3.0,1,Neutral,1,0
8161,SME,32,Mobile,Quarterly,27,5,8,1.6094379124341003,10,5.771441123130016,0,No,Yes,0,17.70949818667575,5.0,1,Neutral,0,0
8162,SME,40,Web,Yearly,17,0,3,1.0986122886681098,20,6.68586094706836,0,Yes,Yes,2,34.55596872667088,3.0,0,Neutral,0,0
8163,Individual,14,Web,Monthly,8,4,1,0.0,10,4.948759890378168,1,No,No,2,30.46697031851928,3.0,0,Unsatisfied,0,0
8164,SME,56,Mobile,Monthly,35,3,5,0.6931471805599453,10,6.329720905522696,0,No,Yes,1,11.8309867862517,2.0,1,Neutral,0,1
8165,SME,2,Web,Monthly,18,1,2,1.3862943611198906,50,4.61512051684126,1,No,No,0,25.827203403833774,2.0,0,Neutral,0,1
8166,Individual,35,Mobile,Monthly,14,7,7,3.332204510175204,10,5.860786223465865,0,No,No,2,18.302725601370614,4.0,1,Satisfied,0,0
8167,SME,7,Referral,Quarterly,8,0,4,1.3862943611198906,50,5.860786223465865,2,Yes,Yes,1,21.319359409278075,5.0,0,Satisfied,1,0
8171,Individual,34,Web,Monthly,36,7,8,2.70805020110221,20,6.523562306149512,2,No,No,1,27.60844337844474,4.0,1,Unsatisfied,2,0
8172,Individual,22,Mobile,Monthly,36,0,2,2.995732273553991,30,6.493753839851686,1,No,Yes,2,4.135180028576052,4.0,0,Unsatisfied,0,0
8173,Individual,18,Web,Yearly,22,3,5,1.0986122886681098,10,5.198497031265826,0,Yes,Yes,2,28.966247158967903,2.0,1,Satisfied,1,0
8174,Individual,46,Web,Quarterly,26,5,3,0.6931471805599453,30,7.2305631534092925,0,No,Yes,1,34.28228269044996,5.0,1,Neutral,1,0
8175,Individual,18,Web,Quarterly,5,2,4,1.9459101490553132,70,7.13966033596492,1,Yes,No,3,27.456372534516923,3.0,0,Satisfied,2,0
8177,Individual,34,Mobile,Monthly,22,6,8,1.6094379124341003,70,7.7752758464868625,1,No,No,1,19.686095137476755,2.0,0,Satisfied,0,1
8178,SME,36,Referral,Monthly,17,2,3,0.6931471805599453,70,7.83241092718792,0,No,No,2,14.6783175456335,4.0,0,Satisfied,2,0
8179,Individual,46,Web,Monthly,15,1,7,2.772588722239781,50,7.741099090035366,0,No,No,1,31.54571990802551,3.0,0,Neutral,3,0
8180,SME,39,Web,Monthly,12,6,5,2.1972245773362196,70,7.912423121473705,0,No,No,1,29.77504964036985,4.0,0,Unsatisfied,3,0
8183,Individual,37,Web,Monthly,33,1,8,2.70805020110221,30,7.01301578963963,3,No,No,0,39.32991662794375,1.0,0,Satisfied,0,0
8184,SME,52,Web,Yearly,19,2,2,0.6931471805599453,30,7.353081920515432,1,No,No,1,16.099497057206996,3.0,0,Neutral,3,0
8185,SME,18,Mobile,Monthly,30,6,4,0.0,10,5.198497031265826,1,No,No,2,18.75535186784837,4.0,0,Satisfied,0,1
8186,SME,43,Web,Yearly,10,1,6,1.0986122886681098,10,6.066108090103747,0,No,No,1,36.35514332272942,4.0,1,Unsatisfied,0,0
8187,Individual,40,Mobile,Monthly,25,2,3,3.58351893845611,20,6.68586094706836,1,No,No,1,5.394018513649129,5.0,0,Satisfied,1,0
8188,SME,29,Mobile,Quarterly,18,3,5,2.4849066497880004,50,7.280008252884188,0,Yes,No,1,19.19104805942304,4.0,0,Unsatisfied,1,0
8189,Individual,12,Web,Yearly,13,2,7,3.8918202981106265,20,5.484796933490655,0,Yes,No,2,11.13801731620178,3.0,0,Satisfied,0,0
8190,SME,18,Web,Yearly,41,6,3,0.6931471805599453,50,6.803505257608338,0,Yes,No,0,24.531849842103465,3.0,0,Satisfied,0,0
8191,Individual,31,Referral,Monthly,15,1,3,2.9444389791664403,30,6.836259277277067,1,Yes,Yes,1,30.443654428795934,2.0,2,Satisfied,0,0
8192,Individual,15,Web,Monthly,16,3,7,2.0794415416798357,70,6.957497370876951,0,No,No,1,26.110043023687705,4.0,1,Satisfied,1,0
8195,Individual,58,Mobile,Quarterly,33,6,6,2.3978952727983707,10,6.364750756851911,2,No,No,0,19.73271837390537,4.0,1,Satisfied,1,0
8196,Individual,30,Mobile,Quarterly,8,2,5,2.3978952727983707,30,6.803505257608338,0,No,No,0,24.95398939217894,4.0,1,Satisfied,0,0
8197,Individual,36,Mobile,Monthly,24,1,3,3.1780538303479458,10,5.8888779583328805,0,No,No,1,41.856980554252615,4.0,0,Satisfied,1,0
8198,Enterprise,28,Referral,Monthly,23,0,5,1.3862943611198906,50,7.244941546337007,0,Yes,No,2,18.84144424039677,3.0,0,Satisfied,1,0
8199,Individual,53,Web,Monthly,3,1,5,1.6094379124341003,30,7.372118028337787,0,No,Yes,2,33.4946122707606,4.0,0,Satisfied,1,0
8200,SME,15,Mobile,Yearly,33,3,8,0.0,50,6.621405651764134,0,No,No,2,18.713618644949157,3.0,0,Satisfied,0,0
8201,Enterprise,43,Mobile,Quarterly,22,2,5,2.0794415416798357,10,6.066108090103747,0,No,No,2,7.906130420822954,4.0,0,Neutral,2,0
8203,SME,2,Web,Quarterly,0,7,4,2.1972245773362196,30,4.110873864173311,1,No,No,3,26.726003701128995,4.0,0,Satisfied,2,1
8204,SME,59,Mobile,Monthly,34,2,9,3.332204510175204,50,7.989899374942939,1,Yes,No,0,33.663455237243966,3.0,0,Satisfied,0,0
8205,Individual,8,Web,Quarterly,40,3,4,1.0986122886681098,20,5.081404364984463,0,Yes,No,1,27.649428277287484,3.0,0,Unsatisfied,0,0
8207,SME,33,Mobile,Quarterly,12,2,4,0.6931471805599453,70,7.745435610274381,1,Yes,No,1,30.75754950996877,4.0,0,Unsatisfied,2,0
8208,Individual,35,Mobile,Quarterly,0,7,7,1.3862943611198906,20,6.55250788703459,1,Yes,Yes,2,31.20452472463699,4.0,0,Satisfied,2,0
8210,SME,26,Mobile,Monthly,28,7,7,1.6094379124341003,20,6.255750041753367,0,No,No,1,26.62526540154797,4.0,1,Neutral,0,0
8211,Individual,48,Mobile,Monthly,19,4,9,1.6094379124341003,30,7.273092595999522,0,No,No,1,29.510643329505747,3.0,0,Satisfied,1,0
8212,SME,21,Mobile,Monthly,4,6,5,2.995732273553991,20,6.042632833682381,0,No,No,1,27.42063627095255,5.0,0,Unsatisfied,1,0
8213,SME,28,Mobile,Yearly,35,5,6,3.044522437723423,10,5.638354669333745,0,No,No,1,18.528372271344978,3.0,0,Satisfied,0,0
8215,Individual,52,Web,Monthly,5,1,5,3.091042453358316,50,7.8636512654486515,0,Yes,No,0,31.1789867287943,4.0,1,Satisfied,0,0
8216,Individual,45,Referral,Quarterly,20,7,3,1.9459101490553132,20,6.803505257608338,1,Yes,No,0,32.91899669066855,3.0,1,Neutral,2,0
8217,Enterprise,20,Web,Monthly,25,7,4,2.8903717578961645,50,6.90875477931522,0,No,No,1,23.053931840278185,3.0,0,Satisfied,1,0
8219,Individual,4,Web,Monthly,16,7,5,1.791759469228055,100,5.993961427306569,1,Yes,No,2,31.352234437182226,3.0,0,Satisfied,0,0
8220,SME,36,Mobile,Quarterly,35,0,2,0.6931471805599453,20,6.580639137284949,0,Yes,No,3,17.054679073766003,3.0,1,Neutral,1,0
8222,Individual,34,Referral,Yearly,23,2,2,1.791759469228055,10,5.831882477283517,0,No,No,1,10.38576656048128,4.0,0,Satisfied,1,0
8224,Individual,13,Mobile,Monthly,25,2,7,0.0,50,6.478509642208569,2,No,No,1,29.566152830918725,3.0,0,Unsatisfied,2,0
8225,Individual,31,Web,Yearly,9,0,7,1.6094379124341003,70,7.682943169878292,1,Yes,No,2,8.55315471987969,5.0,0,Neutral,1,0
8226,SME,52,Web,Quarterly,22,0,7,2.6390573296152584,70,8.200013648175434,1,Yes,No,1,15.137517140246567,4.0,0,Neutral,1,0
8227,Individual,39,Web,Yearly,10,0,9,1.3862943611198906,20,6.660575149839686,2,No,No,1,17.35582800062967,4.0,1,Unsatisfied,1,0
8228,Individual,7,Web,Monthly,0,4,6,1.791759469228055,30,5.351858133476067,0,No,No,1,29.753465025126427,3.0,0,Neutral,0,0
8231,Enterprise,12,Mobile,Monthly,22,0,4,2.302585092994046,10,4.795790545596741,2,Yes,No,1,40.808089257741614,4.0,0,Unsatisfied,1,1
8233,Enterprise,55,Mobile,Monthly,23,7,4,2.302585092994046,100,8.612685172875459,0,Yes,No,1,6.229989330827223,2.0,0,Satisfied,0,1
8234,Individual,59,Web,Quarterly,35,5,4,1.6094379124341003,20,7.074116816197362,0,No,Yes,1,16.415162205246624,3.0,1,Unsatisfied,2,0
8235,SME,54,Web,Yearly,17,0,7,3.828641396489095,70,8.237743803890933,0,No,No,1,14.198629870046542,5.0,0,Neutral,2,0
8236,Individual,30,Web,Monthly,25,0,6,1.6094379124341003,100,8.006700845440367,0,No,Yes,1,20.33395678028938,5.0,0,Unsatisfied,1,0
8237,Individual,48,Mobile,Monthly,10,5,3,2.4849066497880004,70,8.119993827725105,1,No,No,2,20.88725359929085,2.0,2,Unsatisfied,0,0
8238,Individual,34,Web,Yearly,23,4,2,1.0986122886681098,10,5.831882477283517,2,No,No,1,24.5309301663183,1.0,1,Satisfied,1,1
8239,SME,22,Mobile,Monthly,16,2,5,3.7612001156935624,30,6.493753839851686,0,No,No,0,26.244802805373105,5.0,0,Unsatisfied,1,0
8240,Individual,21,Referral,Quarterly,15,4,5,2.302585092994046,20,6.042632833682381,1,No,Yes,2,33.55372517968877,3.0,0,Satisfied,1,0
8242,SME,12,Web,Monthly,5,4,7,0.6931471805599453,30,5.8888779583328805,1,No,No,1,30.24427902600816,4.0,0,Neutral,0,0
8243,Individual,17,Mobile,Yearly,23,0,10,2.302585092994046,50,6.7464121285733745,1,No,No,0,11.743929646279677,3.0,1,Unsatisfied,3,0
8244,Individual,16,Web,Quarterly,27,1,5,2.3978952727983707,70,7.02197642307216,0,Yes,No,1,28.86241769764349,4.0,1,Unsatisfied,0,0
8246,Individual,19,Mobile,Yearly,21,2,2,0.0,50,6.85751406254539,0,No,Yes,1,6.821042677530073,3.0,0,Unsatisfied,0,0
8247,SME,57,Web,Quarterly,32,6,3,2.9444389791664403,10,6.3473892096560105,0,Yes,No,1,17.5508369876899,5.0,0,Satisfied,0,0
8251,Enterprise,35,Referral,Monthly,34,6,4,1.791759469228055,30,6.957497370876951,0,No,Yes,1,25.190906720317084,4.0,0,Satisfied,1,0
8252,SME,49,Web,Monthly,22,2,4,3.258096538021482,50,7.804251383528112,0,No,No,2,14.548256700738882,3.0,0,Unsatisfied,1,0
8253,Enterprise,59,Web,Monthly,29,5,8,1.3862943611198906,30,7.479299637782834,0,No,No,1,18.892483101784165,5.0,0,Unsatisfied,0,0
8254,Individual,15,Referral,Monthly,27,0,3,1.791759469228055,100,7.313886831633462,0,No,No,3,37.88480558359746,4.0,0,Neutral,0,0
8255,SME,19,Web,Monthly,20,0,4,1.9459101490553132,50,6.85751406254539,1,No,No,1,18.81885208935946,4.0,2,Satisfied,1,0
8256,Individual,47,Web,Monthly,32,0,7,0.0,50,7.762596048540069,2,Yes,No,0,32.38903032263461,5.0,0,Unsatisfied,0,0
8257,Individual,50,Mobile,Monthly,9,0,5,1.791759469228055,10,6.2166061010848646,0,Yes,No,2,40.37173995718709,4.0,0,Neutral,1,0
8258,SME,26,Web,Quarterly,24,3,6,1.6094379124341003,30,6.660575149839686,0,No,No,1,15.60418109245197,2.0,0,Neutral,1,0
8259,Individual,44,Mobile,Monthly,14,0,6,1.0986122886681098,70,8.033009498596668,0,No,No,0,26.63273221243213,3.0,1,Unsatisfied,0,0
8260,Individual,44,Web,Quarterly,28,3,5,0.6931471805599453,50,7.696667081526462,0,No,No,0,31.60532823284489,4.0,0,Satisfied,2,0
8261,Individual,56,Mobile,Quarterly,19,5,7,2.0794415416798357,20,7.02197642307216,0,No,Yes,1,31.843112511145517,3.0,0,Satisfied,3,0
8262,SME,35,Web,Yearly,29,2,7,2.0794415416798357,30,6.957497370876951,0,Yes,No,2,29.35740524881409,3.0,0,Satisfied,0,0
8263,Individual,43,Referral,Quarterly,27,2,6,2.3978952727983707,20,6.7580945044277305,1,No,No,3,28.43580161381915,5.0,0,Neutral,2,0
8264,Individual,23,Web,Yearly,15,3,7,2.302585092994046,10,5.442417710521793,0,No,Yes,0,33.821500594787324,4.0,0,Satisfied,1,0
8266,Individual,22,Referral,Monthly,24,4,4,2.1972245773362196,50,7.00397413672268,0,No,No,1,22.17478652357249,4.0,0,Satisfied,2,0
8269,SME,11,Web,Monthly,18,3,5,1.0986122886681098,10,4.709530201312334,0,No,No,2,28.12282679242394,5.0,0,Neutral,1,0
8270,Individual,55,Referral,Monthly,12,1,4,0.0,10,6.311734809152915,2,No,Yes,1,14.578507563889218,3.0,0,Unsatisfied,1,1
8271,SME,26,Mobile,Quarterly,22,5,10,3.1780538303479458,20,6.255750041753367,0,No,No,2,35.10811845732265,3.0,0,Satisfied,2,0
8272,Individual,1,Referral,Monthly,24,3,7,1.3862943611198906,20,3.044522437723423,2,No,No,0,30.42282622704766,5.0,0,Satisfied,1,0
8273,Individual,52,Mobile,Yearly,0,0,6,0.6931471805599453,50,7.8636512654486515,0,Yes,No,2,14.215049187297224,4.0,1,Satisfied,1,1
8275,Individual,53,Web,Quarterly,48,3,8,2.772588722239781,10,6.274762021241939,1,No,No,3,25.38943515543349,2.0,0,Neutral,1,0
8276,Individual,58,Referral,Yearly,11,0,5,1.3862943611198906,50,7.972810784121404,2,No,No,3,29.540895138583032,3.0,1,Neutral,3,0
8277,Enterprise,21,Web,Quarterly,26,2,6,1.0986122886681098,10,5.351858133476067,0,No,No,0,30.688003756747623,2.0,0,Satisfied,2,0
8279,Enterprise,20,Mobile,Yearly,3,3,4,2.3978952727983707,50,6.90875477931522,0,Yes,Yes,1,9.84786380169341,3.0,0,Satisfied,2,0
8280,SME,45,Web,Quarterly,15,5,2,2.772588722239781,30,7.208600337960199,0,No,No,2,35.67700261161087,5.0,0,Unsatisfied,1,0
8281,Individual,17,Web,Monthly,6,1,6,2.995732273553991,10,5.14166355650266,0,Yes,Yes,3,21.149501504599613,3.0,1,Unsatisfied,2,1
8282,Individual,15,Mobile,Yearly,25,2,3,1.9459101490553132,30,6.111467339502679,2,Yes,No,4,18.12423021811717,4.0,0,Neutral,3,0
8283,Enterprise,21,Web,Monthly,28,3,4,2.995732273553991,30,6.447305862541213,1,Yes,No,0,7.719730099073192,4.0,1,Satisfied,2,0
8284,SME,1,Web,Monthly,37,3,4,3.4339872044851463,50,3.9318256327243257,1,No,No,1,15.838320906369518,3.0,1,Unsatisfied,0,0
8285,Enterprise,3,Mobile,Monthly,20,2,4,2.772588722239781,50,5.017279836814924,0,No,No,0,17.26136627811296,3.0,1,Satisfied,2,0
8286,Individual,31,Mobile,Quarterly,28,5,4,1.6094379124341003,50,7.346655163176539,1,No,Yes,2,3.994119028854076,5.0,1,Satisfied,2,0
8287,Individual,56,Web,Monthly,23,6,5,1.9459101490553132,20,7.02197642307216,0,Yes,No,2,4.071984546915932,4.0,0,Satisfied,1,1
8288,Individual,58,Web,Quarterly,22,6,5,1.6094379124341003,30,7.462214939768189,2,Yes,No,3,25.84757911098509,2.0,2,Satisfied,0,1
8289,Individual,31,Referral,Monthly,10,5,5,0.0,20,6.431331081933479,1,No,Yes,1,25.5287315118948,4.0,0,Unsatisfied,2,1
8290,Individual,21,Web,Monthly,17,7,2,1.791759469228055,20,6.042632833682381,0,Yes,No,1,3.174007744412979,3.0,1,Satisfied,0,0
8291,Individual,23,Web,Yearly,16,0,2,2.833213344056216,30,6.53813982376767,0,Yes,No,0,10.42962474362048,3.0,0,Satisfied,0,0
8293,Individual,22,Web,Monthly,0,5,2,1.9459101490553132,20,6.089044875446846,1,No,No,1,21.255447240408905,3.0,2,Unsatisfied,3,0
8294,Individual,56,Mobile,Monthly,30,0,6,2.8903717578961645,20,7.02197642307216,0,Yes,No,1,17.96117929079497,1.0,0,Satisfied,0,1
8296,Individual,36,Web,Quarterly,13,1,7,1.9459101490553132,20,6.580639137284949,1,No,No,1,9.76300160031183,3.0,0,Neutral,2,0
8297,Individual,59,Mobile,Yearly,23,6,4,0.0,50,7.989899374942939,0,No,No,1,7.184777575853342,3.0,0,Unsatisfied,2,0
8298,Individual,8,Referral,Monthly,19,7,4,2.0794415416798357,10,4.394449154672439,0,No,No,2,42.25627533571365,5.0,1,Neutral,3,0
8299,SME,47,Web,Quarterly,21,2,7,2.0794415416798357,20,6.846943139585379,0,No,No,3,14.80688213643785,3.0,0,Neutral,1,0
8300,Individual,8,Web,Quarterly,33,0,7,0.6931471805599453,50,5.993961427306569,1,No,No,1,40.84400570786456,3.0,1,Satisfied,1,0
8302,Individual,38,Web,Quarterly,6,7,2,2.995732273553991,20,6.634633357861686,2,Yes,No,0,28.89380041085127,3.0,0,Neutral,1,0
8303,Individual,24,Mobile,Quarterly,14,4,1,3.1780538303479458,30,6.580639137284949,2,No,No,2,20.537187862968675,4.0,1,Neutral,0,0
8304,Individual,22,Mobile,Monthly,33,4,10,2.302585092994046,50,7.00397413672268,2,No,No,1,27.792971201206164,4.0,0,Satisfied,1,0
8305,Individual,15,Web,Monthly,27,3,7,1.3862943611198906,50,6.621405651764134,1,No,Yes,1,8.447063953897178,4.0,0,Neutral,0,0
8306,Individual,20,Web,Quarterly,18,0,5,2.1972245773362196,100,7.601402334583733,0,No,No,2,19.536857346095744,3.0,1,Neutral,0,0
8308,Individual,28,Web,Monthly,28,3,8,1.9459101490553132,70,7.581209826196346,0,Yes,No,0,16.41068703160407,5.0,1,Satisfied,1,0
8309,SME,22,Web,Monthly,25,5,5,3.1354942159291497,20,6.089044875446846,0,Yes,No,0,19.106251865006836,4.0,1,Satisfied,1,0
8310,SME,31,Mobile,Monthly,30,0,2,2.3978952727983707,50,7.346655163176539,1,Yes,No,1,8.141531110255896,5.0,0,Satisfied,2,0
8312,Individual,56,Mobile,Monthly,24,7,6,1.6094379124341003,30,7.427144133408616,0,Yes,No,1,33.68800208177053,4.0,0,Neutral,0,0
8313,Enterprise,23,Web,Quarterly,24,1,7,1.0986122886681098,50,7.048386408721883,0,Yes,No,1,38.66042696325884,3.0,1,Unsatisfied,2,0
8314,Individual,5,Mobile,Monthly,15,7,4,1.6094379124341003,50,5.5254529391317835,0,No,No,0,19.880267315354004,3.0,0,Satisfied,0,0
8315,Individual,45,Referral,Quarterly,18,2,7,1.791759469228055,20,6.803505257608338,0,No,No,2,17.20612496561403,3.0,0,Satisfied,1,0
8316,SME,39,Referral,Quarterly,25,6,1,1.6094379124341003,10,5.968707559985366,1,No,No,1,30.772744825590987,2.0,0,Unsatisfied,2,0
8317,Individual,17,Web,Quarterly,10,4,9,1.6094379124341003,70,7.0825485693553,0,No,Yes,0,14.518394123715318,4.0,0,Satisfied,1,0
8318,SME,40,Web,Monthly,12,4,3,0.0,20,6.68586094706836,0,Yes,No,0,23.820883629537008,4.0,0,Neutral,1,0
8320,Individual,55,Web,Monthly,20,2,5,1.791759469228055,50,7.919719760924575,0,No,No,0,24.39126705623434,3.0,0,Neutral,0,0
8321,Individual,7,Referral,Monthly,19,2,5,2.302585092994046,100,6.55250788703459,0,No,No,4,14.780944228374484,4.0,1,Satisfied,1,0
8323,Individual,7,Mobile,Quarterly,21,2,7,1.791759469228055,20,4.948759890378168,0,No,No,0,38.61366705322734,3.0,0,Neutral,2,0
8324,Individual,22,Mobile,Yearly,17,0,6,1.791759469228055,20,6.089044875446846,1,No,Yes,1,27.566752936724765,3.0,1,Neutral,2,0
8325,SME,44,Mobile,Monthly,13,2,4,2.5649493574615367,70,8.033009498596668,1,No,No,1,15.818661194063589,3.0,0,Unsatisfied,1,0
8326,SME,38,Mobile,Monthly,20,3,6,2.5649493574615367,20,6.634633357861686,0,Yes,No,0,27.85037099449072,4.0,0,Satisfied,0,0
8327,SME,53,Web,Yearly,26,6,4,2.3978952727983707,50,7.8826922062890254,0,No,No,1,17.68885644828469,3.0,0,Satisfied,0,0
8328,SME,21,Web,Quarterly,28,2,3,0.0,70,7.293697720601438,0,Yes,No,1,10.794342894607103,3.0,0,Neutral,0,0
8329,Individual,4,Mobile,Monthly,0,0,5,1.791759469228055,10,3.713572066704308,1,No,No,0,24.863433703846773,5.0,0,Satisfied,1,1
8330,SME,32,Referral,Yearly,10,4,9,2.0794415416798357,10,5.771441123130016,1,Yes,Yes,1,22.46585867997079,3.0,0,Satisfied,4,0
8331,Individual,55,Web,Quarterly,29,7,2,1.0986122886681098,10,6.311734809152915,0,No,No,1,12.476808563980322,4.0,0,Unsatisfied,2,0
8332,Individual,29,Mobile,Quarterly,17,4,2,1.9459101490553132,10,5.673323267171493,0,No,No,1,12.10022869377353,3.0,0,Neutral,1,0
8333,SME,59,Web,Quarterly,1,4,7,1.3862943611198906,20,7.074116816197362,0,Yes,Yes,0,31.15881016661148,4.0,0,Neutral,0,0
8334,Individual,30,Web,Monthly,32,7,8,3.4339872044851463,50,7.313886831633462,0,No,No,1,15.429447697111856,3.0,0,Satisfied,0,0
8335,SME,3,Web,Monthly,30,6,3,2.4849066497880004,20,4.110873864173311,0,Yes,Yes,0,31.05845921172864,3.0,1,Neutral,5,1
8336,Individual,5,Mobile,Monthly,8,0,3,0.0,10,3.9318256327243257,1,No,No,2,26.15132571127565,3.0,1,Satisfied,1,0
8337,Individual,19,Web,Quarterly,8,6,4,1.3862943611198906,20,5.942799375126701,0,No,No,1,1.0,5.0,0,Satisfied,1,0
8340,SME,31,Mobile,Monthly,32,4,8,0.0,20,6.431331081933479,2,No,No,0,41.25207865150652,4.0,0,Unsatisfied,0,1
8342,Individual,13,Web,Monthly,5,1,5,2.302585092994046,20,5.564520407322694,0,No,No,3,17.651375504121884,2.0,0,Satisfied,0,0
8343,Individual,42,Web,Quarterly,10,2,6,2.1972245773362196,10,6.042632833682381,0,Yes,No,1,8.847904481249586,4.0,0,Satisfied,0,0
8344,Individual,6,Web,Monthly,30,7,5,2.3978952727983707,50,5.707110264748875,1,No,No,2,11.612001139712357,5.0,0,Satisfied,3,0
8345,SME,1,Web,Yearly,6,4,10,2.4849066497880004,10,2.3978952727983707,0,No,No,1,39.096088199191634,4.0,0,Neutral,1,0
8346,Individual,30,Referral,Yearly,9,2,8,2.8903717578961645,10,5.707110264748875,1,No,No,1,52.5620577987539,2.0,0,Neutral,0,0
8347,Enterprise,11,Web,Monthly,18,3,5,2.8903717578961645,30,5.802118375377063,1,Yes,No,0,29.198307999963035,3.0,0,Satisfied,1,0
8348,SME,52,Mobile,Monthly,18,7,3,3.4011973816621555,30,7.353081920515432,0,No,No,0,40.451261454320345,4.0,1,Unsatisfied,0,0
8349,SME,41,Mobile,Quarterly,30,1,7,0.0,50,7.62608275807238,1,No,No,1,28.092043507707984,4.0,0,Neutral,1,0
8350,Individual,31,Mobile,Monthly,25,0,12,1.6094379124341003,50,7.346655163176539,1,No,Yes,1,27.44706598624852,5.0,1,Satisfied,0,0
8354,SME,15,Web,Quarterly,32,6,6,3.1354942159291497,50,6.621405651764134,0,Yes,No,0,37.01318377260401,4.0,0,Satisfied,0,0
8355,Individual,1,Mobile,Monthly,21,7,4,2.995732273553991,30,3.4339872044851463,1,No,Yes,0,26.247591543419286,3.0,0,Unsatisfied,2,0
8356,SME,15,Web,Quarterly,26,1,4,1.0986122886681098,10,5.017279836814924,0,Yes,No,1,23.526597732489638,4.0,0,Unsatisfied,5,0
